id,season,prenda,nivel,subnivel,tipo_color_temporada,color,color_categoria,publishable,formales_informales,color_l,color_categoria_l,adventurous,application,basic,print,style,weather,talla_lookiero
11uM206_cafrfou0_sm,7,jeans,1,1.1,CALIDOS/VERANO,orange,NARANJA,True,IR,u,J,four,freetime,0,smooth,casual,warm_season,"['M', 'S', 'XL', 'L']"
11aM206_cafrfou0_sm,7,jeans,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,IR,a,A,four,freetime,0,smooth,casual,warm_season,"['S', 'M', 'XL', 'L']"
22aJ1176_clwotwo0_sm,7,cardigan,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,smooth,classic,warm_season,['M']
22gJ1176_clwotwo0_sm,7,cardigan,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,work,0,smooth,classic,warm_season,['XS']
11jM203_clfrtwo0_sm,7,jeans,1,1.1,FRIOS/INVIERNO,gray_light,GRIS,True,IR,j,H,two,freetime,0,smooth,classic,warm_season,"['L', 'M', 'S', 'XL', 'XS']"
21nC1069_bofrthr0_fl,7,t-shirt,2,2.1,CALIDOS/VERANO,white,BLANCO,False,IR,n,E,three,freetime,0,floral,boho,warm,"['XXL', 'XL', 'XS', 'L', 'M', 'S']"
22rJ1958_cafrtwo0_sm,8,cardigan,2,2.2,CALIDOS/VERANO,pink,ROSA,True,N,r,I,two,freetime,0,smooth,casual,cold_season,"['L', 'S', 'M', 'XS']"
11gM181_cawothr0_sm,7,jeans,1,1.1,FRIOS/INVIERNO,blue_dark,AZUL,True,IR,g,F,three,work,0,smooth,casual,cold_season,"['S', 'L', 'M', 'XL', 'XS']"
11uM181_cawothr0_sm,7,jeans,1,1.1,CALIDOS/VERANO,orange,NARANJA,True,IR,u,J,three,work,0,smooth,casual,cold_season,"['XS', 'XL', 'L', 'M', 'S']"
11rM181_cawothr0_sm,7,jeans,1,1.1,CALIDOS/VERANO,pink,ROSA,True,IR,r,I,three,work,0,smooth,casual,cold_season,"['L', 'M', 'S', 'XL', 'XS']"
12apY190_bofrthr0_ve,9,playsuit,1,1.2,FRIOS/INVIERNO,brick,MARRÓN,True,N,ap,B,three,freetime,0,vertical_stripes,boho,warm,"['XS', 'S', 'M', 'L']"
21fS1196_cawothr0_ve,7,shirt,2,2.1,CALIDOS/VERANO,ecru,BLANCO,True,FR,f,E,three,work,0,vertical_stripes,casual,warm_season,"['XXL', 'XS', 'L', 'XL', 'M', 'S']"
32acQ300_stfrthrn_ve,7,scarf,3,3.2,FRIOS/INVIERNO,grey,GRIS,True,FR,ac,H,three,freetime,no_especificado,vertical_stripes,street,warm_season,['UNQ']
32xQ300_stfrthrn_ve,7,scarf,3,3.2,CALIDOS/VERANO,green_light,VERDE,True,FR,x,G,three,freetime,no_especificado,vertical_stripes,street,warm_season,['UNQ']
32tQ300_stfrthrn_ve,7,scarf,3,3.2,FRIOS/INVIERNO,blue,AZUL,True,FR,t,F,three,freetime,no_especificado,vertical_stripes,street,warm_season,['UNQ']
32fQ300_stfrthrn_ve,7,scarf,3,3.2,CALIDOS/VERANO,ecru,BLANCO,True,FR,f,E,three,freetime,no_especificado,vertical_stripes,street,warm_season,['UNQ']
32cB407_bofrthrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
32hB407_bofrthrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,green_dark,VERDE,True,N,h,G,three,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
32qB407_bofrthrn_sm,7,bag,3,3.2,CALIDOS/VERANO,mustand,AMARILLO,True,N,q,D,three,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
32cB406_bofrthrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,freetime,no_especificado,smooth,boho,warm,['UNQ']
32hB406_bofrthrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,green_dark,VERDE,True,N,h,G,three,freetime,no_especificado,smooth,boho,warm,['UNQ']
32qB406_bofrthrn_sm,7,bag,3,3.2,CALIDOS/VERANO,mustand,AMARILLO,True,N,q,D,three,freetime,no_especificado,smooth,boho,warm,['UNQ']
32uQ297_cawothrn_ch,7,scarf,3,3.2,CALIDOS/VERANO,orange,NARANJA,True,FR,u,J,three,work,no_especificado,checked,casual,warm_season,['UNQ']
32sQ297_cawothrn_ch,7,scarf,3,3.2,CALIDOS/VERANO,blue_light,AZUL,True,FR,s,F,three,work,no_especificado,checked,casual,warm_season,['UNQ']
32eQ297_cawothrn_ch,7,scarf,3,3.2,CALIDOS/VERANO,yellow,AMARILLO,True,FR,e,D,three,work,no_especificado,checked,casual,warm_season,['UNQ']
32oQ297_cawothrn_ch,7,scarf,3,3.2,CALIDOS/VERANO,green,VERDE,True,FR,o,G,three,work,no_especificado,checked,casual,warm_season,['UNQ']
12cD1810_bofrthr0_an,8,dress,1,1.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,freetime,0,animal_print,boho,cold_season,"['M', 'S', 'XS', 'XXL', 'L', 'XL', 'XXXL']"
12vD1527_bowothr0_fl,7,dress,1,1.2,CALIDOS/VERANO,crimson,ROJO,True,N,v,C,three,work,0,floral,boho,warm,"['L', 'M', 'S', 'XXL', 'XL']"
22hJ1178_cawothr0_sm,7,cardigan,2,2.2,FRIOS/INVIERNO,green_dark,VERDE,True,N,h,G,three,work,0,smooth,casual,warm_season,"['L', 'X4XL', 'XL', 'XXL', 'XXXL']"
22ahJ1178_cawothr0_sm,7,cardigan,2,2.2,FRIOS/INVIERNO,taupe,MARRÓN,True,N,ah,B,three,work,0,smooth,casual,warm_season,"['X4XL', 'XL', 'L', 'XXL', 'XXXL']"
22acJ1178_cawothr0_sm,7,cardigan,2,2.2,FRIOS/INVIERNO,grey,GRIS,True,N,ac,H,three,work,0,smooth,casual,warm_season,"['L', 'XXL', 'XXXL', 'XL', 'X4XL']"
22jJ1178_cawothr0_sm,7,cardigan,2,2.2,FRIOS/INVIERNO,gray_light,GRIS,True,N,j,H,three,work,0,smooth,casual,warm_season,"['L', 'X4XL', 'XL', 'XXL', 'XXXL']"
22eJ1812_cawotwo0_sm,9,sweater,2,2.2,CALIDOS/VERANO,yellow,AMARILLO,True,N,e,D,two,work,0,smooth,casual,cold,"['M', 'S', 'L', 'XL', 'XS', 'XXL']"
22wJ1812_cawotwo0_sm,9,sweater,2,2.2,CALIDOS/VERANO,salmon,ROSA,True,N,w,I,two,work,0,smooth,casual,cold,"['XXL', 'M', 'L', 'XS', 'S', 'XL']"
31lA114_clwothr0_sm,8,coat,3,3.1,FRIOS/INVIERNO,brown,MARRÓN,True,N,l,B,three,work,0,smooth,classic,cold,"['S', 'XL', 'L', 'M', 'XS', 'XXL']"
22ahJ1483_bowothr0_ge,8,cardigan,2,2.2,FRIOS/INVIERNO,taupe,MARRÓN,True,N,ah,B,three,work,0,geometric,boho,cold,"['L', 'M', 'S', 'XS', 'XL']"
11sM597_stfrthr0_sm,9,jeans,1,1.1,CALIDOS/VERANO,blue_light,AZUL,True,IR,s,F,three,freetime,0,smooth,street,warm_season,"['XL', 'XXL', 'XXXL', 'X4XL']"
21aT2098_bowotwo0_sm,9,top,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,smooth,boho,warm,"['S', 'M', 'L']"
21kT2098_bowotwo0_sm,9,top,2,2.1,FRIOS/INVIERNO,khaki,VERDE,True,N,k,G,two,work,0,smooth,boho,warm,"['L', 'M', 'S']"
12gY181_bowothr0_fl,9,jumpsuit,1,1.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,work,0,floral,boho,warm,"['M', 'S', 'L', 'XS']"
12cY181_bowothr0_fl,9,jumpsuit,1,1.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,work,0,floral,boho,warm,"['L', 'XS', 'M', 'S']"
31gK607_clwotwo0_sm,7,jacket,3,3.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,work,0,smooth,classic,warm_season,"['XXL', 'XXXL', 'XL', 'L', 'X4XL']"
31aK607_clwotwo0_sm,7,jacket,3,3.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,smooth,classic,warm_season,"['L', 'X4XL', 'XL', 'XXL', 'XXXL']"
31jK646_cafrthr0_sm,7,jacket,3,3.1,FRIOS/INVIERNO,gray_light,GRIS,True,N,j,H,three,freetime,0,smooth,casual,warm_season,"['L', 'M', 'S', 'XL', 'XS', 'XXL', 'XXXL']"
31rK646_cafrthr0_sm,7,jacket,3,3.1,CALIDOS/VERANO,pink,ROSA,True,N,r,I,three,freetime,0,smooth,casual,warm_season,"['L', 'M', 'S', 'XL', 'XS', 'XXL', 'XXXL']"
31tK647_cafrthr0_sm,7,jacket,3,3.1,FRIOS/INVIERNO,blue,AZUL,True,N,t,F,three,freetime,0,smooth,casual,warm,"['L', 'M', 'S', 'XL', 'XS', 'XXXL', 'XXL']"
21mT1780_bowothr0_pr,9,top,2,2.1,FRIOS/INVIERNO,indigo,AZUL,True,N,m,F,three,work,0,printed,boho,warm,"['XXXL', 'L', 'X4XL', 'XXL', 'XL']"
32qQ323_clwothrn_sm,7,foulard,3,3.2,CALIDOS/VERANO,mustand,AMARILLO,True,FR,q,D,three,work,no_especificado,smooth,classic,warm_season,['UNQ']
32dQ323_clwothrn_sm,7,foulard,3,3.2,CALIDOS/VERANO,red,ROJO,True,FR,d,C,three,work,no_especificado,smooth,classic,warm_season,['UNQ']
32gQ339_bowothrn_ca,7,foulard,3,3.2,FRIOS/INVIERNO,blue_dark,AZUL,True,FR,g,F,three,work,no_especificado,cachemere,boho,warm_season,['UNQ']
32oQ339_bowothrn_ca,7,foulard,3,3.2,CALIDOS/VERANO,green,VERDE,True,FR,o,G,three,work,no_especificado,cachemere,boho,warm_season,['UNQ']
32aB392_bowothrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,work,no_especificado,smooth,boho,warm_season,['UNQ']
32dB392_bowothrn_sm,7,bag,3,3.2,CALIDOS/VERANO,red,ROJO,True,N,d,C,three,work,no_especificado,smooth,boho,warm_season,['UNQ']
32aB384_cafrthrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,no_especificado,smooth,casual,warm_season,['UNQ']
32dB384_cafrthrn_sm,7,bag,3,3.2,CALIDOS/VERANO,red,ROJO,True,N,d,C,three,freetime,no_especificado,smooth,casual,warm_season,['UNQ']
32gQ429_cawotwon_ho,9,scarf,3,3.2,FRIOS/INVIERNO,blue_dark,AZUL,True,FR,g,F,two,work,no_especificado,horizontal_stripes,casual,warm_season,['UNQ']
22gJ1904_clfrtwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,freetime,0,smooth,classic,warm_season,"['X4XL', 'XXXL', 'XXL']"
12akY119_bofrthr0_fl,7,jumpsuit,1,1.2,CALIDOS/VERANO,lilac,AZUL,True,N,ak,F,three,freetime,0,floral,boho,warm_season,"['L', 'M', 'S', 'XL', 'XS']"
21dT1351_bowothr0_sm,7,top,2,2.1,CALIDOS/VERANO,red,ROJO,True,N,d,C,three,work,0,smooth,boho,warm,"['M', 'S']"
21fT1351_bowothr0_sm,7,top,2,2.1,CALIDOS/VERANO,ecru,BLANCO,True,N,f,E,three,work,0,smooth,boho,warm,"['S', 'M']"
21nS1257_clwothr0_fl,7,shirt,2,2.1,CALIDOS/VERANO,white,BLANCO,True,FR,n,E,three,work,0,floral,classic,warm_season,"['L', 'M', 'S', 'XL', 'XS', 'XXL', 'XXXL']"
32gB388_bowothrn_sm,8,bag,3,3.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,work,no_especificado,smooth,boho,warm_season,['UNQ']
32acB388_bowothrn_sm,8,bag,3,3.2,FRIOS/INVIERNO,grey,GRIS,True,N,ac,H,three,work,no_especificado,smooth,boho,warm_season,['UNQ']
32cB388_bowothrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,work,no_especificado,smooth,boho,warm_season,['UNQ']
32amB388_bowothrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,nude,MARRÓN,True,N,am,B,three,work,no_especificado,smooth,boho,warm_season,['UNQ']
32cB390_bofrthrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,three,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
32amB390_bofrthrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,nude,MARRÓN,True,N,am,B,three,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
11ajM239_stfrthr0_sm,7,jeans,1,1.1,CALIDOS/VERANO,coral,ROJO,True,IR,aj,C,three,freetime,0,smooth,street,warm_season,"['S', 'XL', 'L', 'XXL', 'M']"
11eM239_stfrthr0_sm,7,jeans,1,1.1,CALIDOS/VERANO,yellow,AMARILLO,True,IR,e,D,three,freetime,0,smooth,street,warm_season,"['L', 'M', 'XL', 'XXL', 'S']"
12gD1777_stfrfou0_an,7,dress,1,1.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,four,freetime,0,animal_print,street,warm_season,"['L', 'S', 'XL', 'XS', 'M']"
11pM652_cafrthr0_sm,8,jeans,1,1.1,FRIOS/INVIERNO,grey_dark,GRIS,True,IR,p,H,three,freetime,0,smooth,casual,cold,"['L', 'M', 'S', 'XL', 'XS']"
11gP1776_stfrthr0_sm,9,pant,1,1.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,freetime,0,smooth,street,cold_season,"['S', 'XS', 'L', 'M']"
22fJ1114_cafrthr0_ho,7,sweater,2,2.2,CALIDOS/VERANO,ecru,BLANCO,True,N,f,E,three,freetime,0,horizontal_stripes,casual,cold,"['M', 'XXL', 'L', 'S', 'XL', 'XS']"
21fT1147_bofrthr0_fl,7,top,2,2.1,CALIDOS/VERANO,ecru,BLANCO,True,N,f,E,three,freetime,0,floral,boho,warm,"['XL', 'L', 'X4XL', 'XXL', 'XXXL']"
21gT1509_clfrtwo0_fl,7,top,2,2.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,freetime,0,floral,classic,warm,"['M', 'S', 'L']"
21vT1509_clfrtwo0_fl,7,top,2,2.1,CALIDOS/VERANO,crimson,ROJO,True,N,v,C,two,freetime,0,floral,classic,warm,"['L', 'M', 'S']"
12hD1769_bofrthr0_sm,7,dress,1,1.2,FRIOS/INVIERNO,green_dark,VERDE,True,N,h,G,three,freetime,0,smooth,boho,warm_season,"['M', 'XL', 'XS', 'S', 'L']"
12aD1769_bofrthr0_sm,7,dress,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,smooth,boho,warm_season,"['L', 'XS', 'S', 'XL', 'M']"
11aF1050_bofrthr0_sm,7,skirt,1,1.1,FRIOS/INVIERNO,black,NEGRO,True,FR,a,A,three,freetime,0,smooth,boho,warm_season,"['M', 'S', 'XXS', 'XS']"
11hF1050_bofrthr0_sm,7,skirt,1,1.1,FRIOS/INVIERNO,green_dark,VERDE,True,FR,h,G,three,freetime,0,smooth,boho,warm_season,"['XXS', 'M', 'S', 'XS']"
22afJ1684_bowotwo0_sm,7,cardigan,2,2.2,CALIDOS/VERANO,fuchsia,ROSA,True,N,af,I,two,work,0,smooth,boho,warm_season,['UNQ']
22eJ1684_bowotwo0_sm,7,cardigan,2,2.2,CALIDOS/VERANO,yellow,AMARILLO,True,N,e,D,two,work,0,smooth,boho,warm_season,['UNQ']
22ajJ1684_bowotwo0_sm,7,cardigan,2,2.2,CALIDOS/VERANO,coral,ROJO,True,N,aj,C,two,work,0,smooth,boho,warm_season,['UNQ']
22jJ1684_bowotwo0_sm,7,cardigan,2,2.2,FRIOS/INVIERNO,gray_light,GRIS,True,N,j,H,two,work,0,smooth,boho,warm_season,['UNQ']
22nJ1684_bowotwo0_sm,7,cardigan,2,2.2,CALIDOS/VERANO,white,BLANCO,False,N,n,E,two,work,0,smooth,boho,warm_season,['UNQ']
32ajB410_bofrthrn_sm,7,bag,3,3.2,CALIDOS/VERANO,coral,ROJO,True,N,aj,C,three,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
32amB410_bofrthrn_sm,7,bag,3,3.2,FRIOS/INVIERNO,nude,MARRÓN,True,N,am,B,three,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
21fC1133_cafrtwo0_ve,7,t-shirt,2,2.1,CALIDOS/VERANO,ecru,BLANCO,True,IR,f,E,two,freetime,0,vertical_stripes,casual,warm,"['M', 'XS', 'L', 'S']"
22aJ2404_cawotwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,smooth,casual,warm_season,"['XL', 'XXXL']"
22gJ2404_cawotwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,work,0,smooth,casual,warm_season,"['XL', 'XXXL']"
22cJ2404_cawotwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,two,work,0,smooth,casual,warm_season,"['XL', 'XXXL']"
22kJ2404_cawotwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,khaki,VERDE,True,N,k,G,two,work,0,smooth,casual,warm_season,"['XL', 'XXXL']"
22gJ2403_cawotwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,work,0,smooth,casual,warm_season,"['XL', 'XXXL']"
22cJ2403_cawotwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,two,work,0,smooth,casual,warm_season,"['XL', 'XXXL']"
22aJ2403_cawotwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,smooth,casual,warm_season,"['XL', 'XXXL']"
22kJ2403_cawotwo0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,khaki,VERDE,True,N,k,G,two,work,0,smooth,casual,warm_season,"['XL', 'XXXL']"
12aaD1963_cafrthr0_ho,7,dress,1,1.2,FRIOS/INVIERNO,aubergine,MORADO,True,N,aa,K,three,freetime,0,horizontal_stripes,casual,warm_season,"['L', 'M', 'S', 'XS']"
12bD2034_bofrthr0_ve,7,dress,1,1.2,CALIDOS/VERANO,beige,MARRÓN,True,N,b,B,three,freetime,0,vertical_stripes,boho,warm,"['S', 'M', 'L']"
12aD2034_bofrthr0_ve,7,dress,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,freetime,0,vertical_stripes,boho,warm,"['L', 'S', 'M']"
12tD2034_bofrthr0_ve,7,dress,1,1.2,FRIOS/INVIERNO,blue,AZUL,True,N,t,F,three,freetime,0,vertical_stripes,boho,warm,"['L', 'S', 'M']"
11eP1778_bowothr0_re,7,pant,1,1.1,CALIDOS/VERANO,yellow,AMARILLO,True,N,e,D,three,work,0,retro,boho,warm,"['S', 'L', 'M']"
11oP1778_bowothr0_re,7,pant,1,1.1,CALIDOS/VERANO,green,VERDE,True,N,o,G,three,work,0,retro,boho,warm,"['L', 'M', 'S']"
12fD2262_bowotwo0_sm,9,dress,1,1.2,CALIDOS/VERANO,ecru,BLANCO,True,N,f,E,two,work,0,smooth,boho,warm,"['X4XL', 'XXXL', 'L', 'XL', 'XXL']"
12aD2262_bowotwo0_sm,9,dress,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,0,smooth,boho,warm,"['L', 'XXXL', 'X4XL', 'XXL', 'XL']"
11qF1414_cafrthr0_sm,9,skirt,1,1.1,CALIDOS/VERANO,mustand,AMARILLO,True,FR,q,D,three,freetime,0,smooth,casual,warm,"['M', 'S', 'L', 'XL']"
11bF1414_cafrthr0_sm,9,skirt,1,1.1,CALIDOS/VERANO,beige,MARRÓN,True,FR,b,B,three,freetime,0,smooth,casual,warm,"['L', 'M', 'S', 'XL']"
11ajF1414_cafrthr0_sm,9,skirt,1,1.1,CALIDOS/VERANO,coral,ROJO,True,FR,aj,C,three,freetime,0,smooth,casual,warm,"['XL', 'M', 'L', 'S']"
11gF1414_cafrthr0_sm,9,skirt,1,1.1,FRIOS/INVIERNO,blue_dark,AZUL,True,FR,g,F,three,freetime,0,smooth,casual,warm,"['S', 'L', 'M', 'XL']"
11gM263_clwotwo0_sm,7,jeans,1,1.1,FRIOS/INVIERNO,blue_dark,AZUL,True,IR,g,F,two,work,0,smooth,classic,cold_season,"['XL', 'M', 'XXL', 'S', 'L', 'XS']"
21aT1339_cafrtwo0_mi,8,top,2,2.1,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,freetime,0,miniprint,casual,cold_season,"['XL', 'XXL', 'L', 'S', 'XS', 'M']"
11pM441_stfrthr0_sm,8,jeans,1,1.1,FRIOS/INVIERNO,grey_dark,GRIS,True,IR,p,H,three,freetime,0,smooth,street,cold,"['XXL', 'XXXL', 'L', 'M', 'XL']"
22adJ1210_cawothr0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,brown_light,MARRÓN,True,N,ad,B,three,work,0,smooth,casual,cold,"['XL', 'L', 'M', 'S', 'XS']"
22bJ1210_cawothr0_sm,7,cardigan,2,2.2,CALIDOS/VERANO,beige,MARRÓN,True,N,b,B,three,work,0,smooth,casual,cold,"['S', 'XL', 'XS', 'M', 'L']"
22anJ1210_cawothr0_sm,7,cardigan,2,2.2,FRIOS/INVIERNO,blue_klein,AZUL,True,N,an,F,three,work,0,smooth,casual,cold,"['M', 'XL', 'XS', 'S', 'L']"
22wJ1210_cawothr0_sm,7,cardigan,2,2.2,CALIDOS/VERANO,salmon,ROSA,True,N,w,I,three,work,0,smooth,casual,cold,"['L', 'M', 'S', 'XL', 'XS']"
22gJ1210_cawothr0_sm,8,cardigan,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,work,0,smooth,casual,cold,"['S', 'XL', 'XS', 'M', 'L']"
22alJ1210_cawothr0_sm,7,cardigan,2,2.2,CALIDOS/VERANO,blue_turquoise,AZUL,True,N,al,F,three,work,0,smooth,casual,cold,"['L', 'M', 'S', 'XL', 'XS']"
22aaJ1210_cawothr0_sm,8,cardigan,2,2.2,FRIOS/INVIERNO,aubergine,MORADO,True,N,aa,K,three,work,0,smooth,casual,cold,"['XL', 'XS', 'L', 'M', 'S']"
22sJ1210_cawothr0_sm,9,cardigan,2,2.2,CALIDOS/VERANO,blue_light,AZUL,True,N,s,F,three,work,0,smooth,casual,cold,"['S', 'XL', 'XS', 'M', 'L']"
22dJ1210_cawothr0_sm,9,cardigan,2,2.2,CALIDOS/VERANO,red,ROJO,True,N,d,C,three,work,0,smooth,casual,cold,"['L', 'S', 'M', 'XL', 'XS']"
22jJ1210_cawothr0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,gray_light,GRIS,True,N,j,H,three,work,0,smooth,casual,cold,"['XS', 'M', 'S', 'XL', 'L']"
22aJ1210_cawothr0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,three,work,0,smooth,casual,cold,"['XS', 'XL', 'M', 'L', 'S']"
22abJ1210_cawothr0_sm,9,cardigan,2,2.2,FRIOS/INVIERNO,blue_petrol,AZUL,True,N,ab,F,three,work,0,smooth,casual,cold,"['L', 'M', 'S', 'XL', 'XS']"
32fQ402_bofrtwon_ot,9,scarf,3,3.2,CALIDOS/VERANO,ecru,BLANCO,True,FR,f,E,two,freetime,no_especificado,other,boho,warm_season,['UNQ']
11kP1832_clwotwo0_sm,9,pant,1,1.1,FRIOS/INVIERNO,khaki,VERDE,True,N,k,G,two,work,0,smooth,classic,warm,"['L', 'M', 'S', 'XS', 'XL']"
32fQ391_bowothrn_ho,9,scarf,3,3.2,CALIDOS/VERANO,ecru,BLANCO,True,FR,f,E,three,work,no_especificado,horizontal_stripes,boho,warm_season,['UNQ']
32fQ400_bofrtwon_sm,9,scarf,3,3.2,CALIDOS/VERANO,ecru,BLANCO,True,FR,f,E,two,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
32qQ400_bofrtwon_sm,9,scarf,3,3.2,CALIDOS/VERANO,mustand,AMARILLO,True,FR,q,D,two,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
32zQ400_bofrtwon_sm,9,scarf,3,3.2,CALIDOS/VERANO,grey_blue,AZUL,True,FR,z,F,two,freetime,no_especificado,smooth,boho,warm_season,['UNQ']
12sY167_bofrthr0_sm,9,playsuit,1,1.2,CALIDOS/VERANO,blue_light,AZUL,True,N,s,F,three,freetime,0,smooth,boho,warm,"['XS', 'S', 'XL', 'M', 'L']"
31gK1012_bofrthr0_fl,8,jacket,3,3.1,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,three,freetime,0,floral,boho,cold_season,"['M', 'S', 'L']"
32amQ392_bowothrn_fl,9,scarf,3,3.2,FRIOS/INVIERNO,nude,MARRÓN,True,FR,am,B,three,work,no_especificado,floral,boho,warm_season,['UNQ']
12aD1952_bofrtwo0_fl,8,dress,1,1.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,freetime,0,floral,boho,cold_season,"['L', 'M', 'S', 'XL', 'XS']"
11hM284_bowothr0_sm,7,jeans,1,1.1,FRIOS/INVIERNO,green_dark,VERDE,True,IR,h,G,three,work,0,smooth,boho,warm_season,"['S', 'XS', 'XXS']"
22aaJ206_clwotwo1_sm,8,sweater,2,2.2,FRIOS/INVIERNO,aubergine,MORADO,True,N,aa,K,two,work,1,smooth,classic,warm_season,"['L', 'XL', 'XS', 'XXL', 'S', 'M']"
22cJ206_clwotwo1_sm,8,sweater,2,2.2,FRIOS/INVIERNO,rust,MARRÓN,True,N,c,B,two,work,1,smooth,classic,warm_season,"['XL', 'XS', 'XXL', 'S', 'M', 'L']"
22acJ206_clwotwo1_sm,7,sweater,2,2.2,FRIOS/INVIERNO,grey,GRIS,True,N,ac,H,two,work,1,smooth,classic,warm_season,"['S', 'L', 'XL', 'M', 'XXL']"
22aJ206_clwotwo1_sm,8,sweater,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,two,work,1,smooth,classic,warm_season,"['L', 'M', 'S', 'XL', 'XS', 'XXL']"
22gJ206_clwotwo1_sm,9,sweater,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,two,work,1,smooth,classic,warm_season,"['L', 'XXL', 'M', 'XS', 'S', 'XL']"
11tM136_cafrtwo0_sm,7,jeans,1,1.1,FRIOS/INVIERNO,blue,AZUL,True,IR,t,F,two,freetime,0,smooth,casual,cold_season,"['M', 'L', 'S', 'XL']"
32asQ427_bofrtwon_sh,9,foulard,3,3.2,FRIOS/INVIERNO,ochre,AMARILLO,True,FR,as,D,two,freetime,no_especificado,sheets,boho,warm_season,['UNQ']
32fQ427_bofrtwon_sh,9,foulard,3,3.2,CALIDOS/VERANO,ecru,BLANCO,True,FR,f,E,two,freetime,no_especificado,sheets,boho,warm_season,['UNQ']
22aJ205_clwoone1_sm,9,sweater,2,2.2,FRIOS/INVIERNO,black,NEGRO,True,N,a,A,one,work,1,smooth,classic,warm_season,"['XXL', 'M', 'L', 'S', 'XL', 'XS']"
22gJ205_clwoone1_sm,9,sweater,2,2.2,FRIOS/INVIERNO,blue_dark,AZUL,True,N,g,F,one,work,1,smooth,classic,warm_season,"['XXL', 'L', 'XL', 'XS', 'M', 'S']"
22acJ205_clwoone1_sm,7,sweater,2,2.2,FRIOS/INVIERNO,grey,GRIS,True,N,ac,H,one,work,1,smooth,classic,warm_season,"['L', 'M', 'S', 'XL', 'XXL']"
